,Unnamed: 0,ride_id,tourOrigin,tourDestination,lat,lng,accuracy,remDistance,elevation,heading,timeStamp,actual_eta,timeStamp_date
39,63,Ride_3,Praha,Homburg,49.210153999999996,10.156586,4,246,511.888092041,WSW,2018-01-26T08:24:28.757Z,5.53,2018-01-26 08:24:28.757
40,64,Ride_3,Praha,Homburg,49.17675,9.789480000000001,0,218,321.04989624,W,2018-01-26T09:04:35.957Z,4.86,2018-01-26 09:04:35.957
41,65,Ride_3,Praha,Homburg,49.173959,9.388455,4,187,240.323608398,W,2018-01-26T09:40:38.357Z,4.26,2018-01-26 09:40:38.357
42,66,Ride_3,Praha,Homburg,49.222114000000005,8.973207,3,154,269.45489502,W,2018-01-26T10:20:25.157Z,3.6,2018-01-26 10:20:25.157
43,67,Ride_3,Praha,Homburg,49.296668,8.596144,1,123,106.04104614299999,WNW,2018-01-26T10:56:27.557Z,3.0,2018-01-26 10:56:27.557
44,68,Ride_3,Praha,Homburg,49.41594,8.34009,0,97,98.0880355835,NW,2018-01-26T11:35:13.157Z,2.35,2018-01-26 11:35:13.157
45,69,Ride_3,Praha,Homburg,49.539714000000004,8.117106,4,66,313.488311768,NW,2018-01-26T12:08:11.957Z,1.8,2018-01-26 12:08:11.957
46,70,Ride_3,Praha,Homburg,49.460947999999995,7.799596000000001,2,39,284.890563965,WSW,2018-01-26T12:36:04.757Z,1.34,2018-01-26 12:36:04.757
47,71,Ride_3,Praha,Homburg,49.388612,7.437983999999999,3,14,234.096282959,WSW,2018-01-26T13:16:52.757Z,0.66,2018-01-26 13:16:52.757
48,72,Ride_3,Praha,Homburg,49.331146000000004,7.33184,4,1,251.761444092,SW,2018-01-26T13:50:32.357Z,0.1,2018-01-26 13:50:32.357
49,73,Ride_4,Praha,Homburg,50.07237,14.396410000000001,0,607,203.096832275,NW,2018-01-25T19:52:40.117Z,9.24,2018-01-25 19:52:40.117
50,74,Ride_4,Praha,Homburg,50.046822,14.251705,2,594,398.428131104,WSW,2018-01-25T20:28:01.717Z,8.65,2018-01-25 20:28:01.717
51,75,Ride_4,Praha,Homburg,49.887334,13.92135,1,564,329.08303833,SW,2018-01-25T21:04:04.117Z,8.05,2018-01-25 21:04:04.117
52,76,Ride_4,Praha,Homburg,49.727548,13.479455999999999,1,526,427.63806152300003,WSW,2018-01-25T21:36:42.517Z,7.51,2018-01-25 21:36:42.517
53,77,Ride_4,Praha,Homburg,49.710306,13.252360999999999,4,505,341.11868286099997,W,2018-01-25T22:07:18.517Z,7.0,2018-01-25 22:07:18.517
54,78,Ride_4,Praha,Homburg,49.748653000000004,12.790610000000001,3,469,499.26995849599996,W,2018-01-25T22:38:55.717Z,6.47,2018-01-25 22:38:55.717
55,79,Ride_4,Praha,Homburg,49.614940999999995,12.410425,4,436,505.288879395,WSW,2018-01-25T23:11:13.717Z,5.93,2018-01-25 23:11:13.717
56,80,Ride_4,Praha,Homburg,49.516385,12.162446000000001,2,411,394.332214355,WSW,2018-01-25T23:42:30.517Z,5.41,2018-01-25 23:42:30.517
57,81,Ride_4,Praha,Homburg,49.395084000000004,11.866736,2,382,459.707092285,WSW,2018-01-26T00:17:52.117Z,4.82,2018-01-26 00:17:52.117
58,82,Ride_4,Praha,Homburg,49.40762,11.579880000000001,0,360,550.358459473,W,2018-01-26T00:58:19.717Z,4.15,2018-01-26 00:58:19.717
59,83,Ride_4,Praha,Homburg,49.40143,11.23139,0,333,385.66421508800005,W,2018-01-26T01:32:40.117Z,3.58,2018-01-26 01:32:40.117
60,89,Ride_4,Praha,Homburg,49.305647,10.80713,5,298,415.72558593800005,N,2018-01-26T05:01:25.717Z,0.1,2018-01-26 05:01:25.717
61,90,Ride_5,Praha,Homburg,50.07137,14.38512,0,606,223.41154480000003,WNW,2018-01-25T18:00:44.358Z,17.68,2018-01-25 18:00:44.358
62,91,Ride_5,Praha,Homburg,50.026790000000005,14.20643,0,590,370.137207031,WSW,2018-01-25T18:35:04.758Z,17.11,2018-01-25 18:35:04.758
63,92,Ride_5,Praha,Homburg,49.865096,13.892007999999999,4,561,359.36260986300005,SW,2018-01-25T19:15:11.958Z,16.44,2018-01-25 19:15:11.958
64,93,Ride_5,Praha,Homburg,49.714976,13.451212,2,524,370.94396972699997,WSW,2018-01-25T19:53:57.558Z,15.79,2018-01-25 19:53:57.558
65,94,Ride_5,Praha,Homburg,49.701939,13.197038000000001,2,501,345.001861572,W,2018-01-25T20:28:58.758Z,15.21,2018-01-25 20:28:58.758
66,95,Ride_5,Praha,Homburg,49.739067999999996,12.739886,4,465,501.062255859,W,2018-01-25T21:00:15.558Z,14.69,2018-01-25 21:00:15.558
67,96,Ride_5,Praha,Homburg,49.614203,12.377785000000001,4,433,562.512207031,WSW,2018-01-25T21:33:55.158Z,14.13,2018-01-25 21:33:55.158
68,97,Ride_5,Praha,Homburg,49.503667,12.153952,4,410,456.839935303,SW,2018-01-25T22:03:09.558Z,13.64,2018-01-25 22:03:09.558
69,98,Ride_5,Praha,Homburg,49.40162,11.827869999999999,0,380,444.011962891,WSW,2018-01-25T22:40:33.558Z,13.02,2018-01-25 22:40:33.558
70,99,Ride_5,Praha,Homburg,49.41245,11.553676,1,358,544.281921387,W,2018-01-25T23:09:47.958Z,12.53,2018-01-25 23:09:47.958
71,109,Ride_5,Praha,Homburg,49.392027,11.179103999999999,5,329,362.335845947,N,2018-01-26T04:41:58.758Z,6.99,2018-01-26 04:41:58.758
72,110,Ride_5,Praha,Homburg,49.321028999999996,11.044694999999999,4,316,346.478912354,SW,2018-01-26T05:10:11.958Z,6.52,2018-01-26 05:10:11.958
73,111,Ride_5,Praha,Homburg,49.302082,10.755922,2,294,445.342956543,W,2018-01-26T05:40:07.158Z,6.02,2018-01-26 05:40:07.158
74,112,Ride_5,Praha,Homburg,49.242492999999996,10.362211,1,263,525.204650879,WSW,2018-01-26T06:15:28.758Z,5.43,2018-01-26 06:15:28.758
75,113,Ride_5,Praha,Homburg,49.175635,10.024742,1,235,426.356323242,WSW,2018-01-26T06:48:27.558Z,4.88,2018-01-26 06:48:27.558
76,114,Ride_5,Praha,Homburg,49.204906,9.652577,2,208,348.270477295,W,2018-01-26T07:18:02.358Z,4.39,2018-01-26 07:18:02.358
77,115,Ride_5,Praha,Homburg,49.156597999999995,9.312539,2,180,194.127685547,WSW,2018-01-26T07:47:16.758Z,3.9,2018-01-26 07:47:16.758
78,116,Ride_5,Praha,Homburg,49.246986,8.862089,3,145,172.46766662599998,WNW,2018-01-26T08:14:28.758Z,3.45,2018-01-26 08:14:28.758
79,117,Ride_5,Praha,Homburg,49.332288,8.493547,1,114,96.2173995972,WNW,2018-01-26T08:43:43.158Z,2.96,2018-01-26 08:43:43.158
80,118,Ride_5,Praha,Homburg,49.529721,8.313803,4,84,94.04203033450001,NNW,2018-01-26T09:21:07.158Z,2.34,2018-01-26 09:21:07.158
81,119,Ride_5,Praha,Homburg,49.515529,8.02769,1,58,312.169036865,W,2018-01-26T09:48:59.958Z,1.88,2018-01-26 09:48:59.958
82,120,Ride_5,Praha,Homburg,49.449182,7.7185440000000005,2,33,262.136474609,WSW,2018-01-26T10:28:05.958Z,1.23,2018-01-26 10:28:05.958
83,121,Ride_5,Praha,Homburg,49.366576,7.3494649999999995,4,9,255.27166748,WSW,2018-01-26T11:07:11.958Z,0.58,2018-01-26 11:07:11.958
84,122,Ride_5,Praha,Homburg,49.32288,7.34095,0,1,237.410430908,S,2018-01-26T11:35:45.558Z,0.1,2018-01-26 11:35:45.558
85,123,Ride_7,Praha,Homburg,50.0739,14.40196,0,607,197.512695312,WNW,2018-01-25T18:24:04.888Z,21.6,2018-01-25 18:24:04.888
86,135,Ride_7,Praha,Homburg,50.048064000000004,14.257847,5,595,397.14431762699996,N,2018-01-26T01:20:55.288Z,14.65,2018-01-26 01:20:55.288
87,136,Ride_7,Praha,Homburg,49.972654,14.104141,2,581,300.974273682,SW,2018-01-26T01:57:58.888Z,14.03,2018-01-26 01:57:58.888
88,137,Ride_7,Praha,Homburg,49.8894,13.92689,0,565,326.910888672,SW,2018-01-26T02:38:26.488Z,13.36,2018-01-26 02:38:26.488
89,138,Ride_7,Praha,Homburg,49.728390000000005,13.48751,0,527,438.480407715,WSW,2018-01-26T03:14:08.488Z,12.77,2018-01-26 03:14:08.488
90,139,Ride_7,Praha,Homburg,49.709817,13.257541,3,505,338.93902587900004,W,2018-01-26T03:41:20.488Z,12.32,2018-01-26 03:41:20.488
91,140,Ride_7,Praha,Homburg,49.750161999999996,12.798756,4,469,534.6027832030001,W,2018-01-26T04:18:44.488Z,11.7,2018-01-26 04:18:44.488
92,141,Ride_7,Praha,Homburg,49.61965,12.417019999999999,0,436,491.47613525400004,WSW,2018-01-26T04:48:39.688Z,11.2,2018-01-26 04:48:39.688
93,142,Ride_7,Praha,Homburg,49.51818,12.16337,0,412,384.87042236300005,WSW,2018-01-26T05:23:20.488Z,10.62,2018-01-26 05:23:20.488
94,143,Ride_7,Praha,Homburg,49.393332,11.876316000000001,2,383,451.98614502,SW,2018-01-26T05:51:13.288Z,10.16,2018-01-26 05:51:13.288
95,144,Ride_7,Praha,Homburg,49.407344,11.58549,1,360,568.02166748,W,2018-01-26T06:24:52.888Z,9.6,2018-01-26 06:24:52.888
96,145,Ride_7,Praha,Homburg,49.402218,11.238685,4,334,397.974029541,W,2018-01-26T07:03:38.488Z,8.95,2018-01-26 07:03:38.488
97,146,Ride_7,Praha,Homburg,49.307066,10.81666,3,299,435.326721191,WSW,2018-01-26T07:39:00.088Z,8.36,2018-01-26 07:39:00.088
98,147,Ride_7,Praha,Homburg,49.249095000000004,10.399165,3,265,449.70687866199995,WSW,2018-01-26T08:13:00.088Z,7.79,2018-01-26 08:13:00.088
99,148,Ride_7,Praha,Homburg,49.18365,10.066512,3,239,430.83636474599996,WSW,2018-01-26T08:49:43.288Z,7.18,2018-01-26 08:49:43.288
100,149,Ride_7,Praha,Homburg,49.192025,9.718444,4,213,384.85418701199995,W,2018-01-26T09:28:28.888Z,6.53,2018-01-26 09:28:28.888
101,150,Ride_7,Praha,Homburg,49.16175,9.338410000000001,0,182,231.397033691,W,2018-01-26T10:05:52.888Z,5.91,2018-01-26 10:05:52.888
102,154,Ride_7,Praha,Homburg,49.230063,8.906409,5,149,175.21321106,N,2018-01-26T12:16:06.088Z,3.75,2018-01-26 12:16:06.088
103,155,Ride_7,Praha,Homburg,49.275939,8.754362,4,136,196.855621338,WNW,2018-01-26T12:54:51.688Z,3.1,2018-01-26 12:54:51.688
104,156,Ride_7,Praha,Homburg,49.33295,8.55144,0,118,108.653175354,WNW,2018-01-26T13:32:15.688Z,2.48,2018-01-26 13:32:15.688
105,157,Ride_7,Praha,Homburg,49.474785,8.312619,1,90,95.54125976559999,NW,2018-01-26T14:07:57.688Z,1.89,2018-01-26 14:07:57.688
106,158,Ride_7,Praha,Homburg,49.526941,8.059214,1,61,280.735656738,WNW,2018-01-26T14:47:03.688Z,1.24,2018-01-26 14:47:03.688
107,159,Ride_7,Praha,Homburg,49.453340000000004,7.736560000000001,0,34,259.010528564,WSW,2018-01-26T15:19:21.688Z,0.7,2018-01-26 15:19:21.688
108,160,Ride_7,Praha,Homburg,49.382521999999994,7.438586,4,10,237.97947692900001,WSW,2018-01-26T15:55:24.088Z,0.1,2018-01-26 15:55:24.088
109,161,Ride_8,Praha,Homburg,50.074104999999996,14.402071,4,607,197.627609253,NW,2018-01-25T18:42:01.628Z,20.53,2018-01-25 18:42:01.628
110,162,Ride_8,Praha,Homburg,50.048846999999995,14.264534,3,595,390.402252197,WSW,2018-01-25T19:21:07.628Z,19.88,2018-01-25 19:21:07.628
111,167,Ride_8,Praha,Homburg,49.89428,13.945314000000002,5,566,303.765716553,N,2018-01-25T22:16:54.428Z,16.96,2018-01-25 22:16:54.428
112,168,Ride_8,Praha,Homburg,49.798552,13.747685,3,547,470.383087158,SW,2018-01-25T22:49:32.828Z,16.42,2018-01-25 22:49:32.828
113,169,Ride_8,Praha,Homburg,49.729704,13.496698,4,527,423.34942627,WSW,2018-01-25T23:22:52.028Z,15.86,2018-01-25 23:22:52.028
114,170,Ride_8,Praha,Homburg,49.709339,13.265082999999999,4,506,335.499359131,W,2018-01-25T23:56:31.628Z,15.3,2018-01-25 23:56:31.628
115,171,Ride_8,Praha,Homburg,49.752126000000004,12.811392,1,470,529.66607666,W,2018-01-26T00:33:35.228Z,14.68,2018-01-26 00:33:35.228
116,172,Ride_8,Praha,Homburg,49.624018,12.426900999999999,2,437,506.086578369,WSW,2018-01-26T01:12:41.228Z,14.03,2018-01-26 01:12:41.228
117,173,Ride_8,Praha,Homburg,49.521687,12.168178999999999,3,412,371.318389893,WSW,2018-01-26T01:43:58.028Z,13.51,2018-01-26 01:43:58.028
118,174,Ride_8,Praha,Homburg,49.392959999999995,11.892330000000001,0,384,410.056671143,SW,2018-01-26T02:14:34.028Z,13.0,2018-01-26 02:14:34.028
119,175,Ride_8,Praha,Homburg,49.409775,11.593797,2,361,589.7849121090001,W,2018-01-26T02:50:56.828Z,12.39,2018-01-26 02:50:56.828
120,176,Ride_8,Praha,Homburg,49.403003000000005,11.256239,3,338,422.646728516,W,2018-01-26T03:30:23.228Z,11.73,2018-01-26 03:30:23.228
121,177,Ride_8,Praha,Homburg,49.310848,10.830318,4,300,429.800292969,WSW,2018-01-26T04:07:26.828Z,11.11,2018-01-26 04:07:26.828
122,178,Ride_8,Praha,Homburg,49.252427000000004,10.407361,2,266,437.66452026400003,WSW,2018-01-26T04:36:41.228Z,10.62,2018-01-26 04:36:41.228
123,179,Ride_8,Praha,Homburg,49.183724,10.079508,4,240,430.517486572,WSW,2018-01-26T05:15:06.428Z,9.98,2018-01-26 05:15:06.428
124,180,Ride_8,Praha,Homburg,49.185906,9.735049,3,214,414.06985473599997,W,2018-01-26T05:45:22.028Z,9.48,2018-01-26 05:45:22.028
125,181,Ride_8,Praha,Homburg,49.160146999999995,9.349748,2,183,209.185928345,W,2018-01-26T06:13:35.228Z,9.01,2018-01-26 06:13:35.228
126,182,Ride_8,Praha,Homburg,49.227295,8.919315,2,150,177.073547363,WNW,2018-01-26T06:48:36.428Z,8.43,2018-01-26 06:48:36.428
127,183,Ride_8,Praha,Homburg,49.332855,8.557916,3,119,109.268882751,WNW,2018-01-26T07:20:13.628Z,7.9,2018-01-26 07:20:13.628
128,192,Ride_8,Praha,Homburg,49.460788,8.314584,5,91,95.6162033081,N,2018-01-26T12:16:42.428Z,2.96,2018-01-26 12:16:42.428
129,193,Ride_8,Praha,Homburg,49.552215000000004,8.254055000000001,3,76,103.63806152299999,NNW,2018-01-26T12:55:28.028Z,2.31,2018-01-26 12:55:28.028
130,194,Ride_8,Praha,Homburg,49.526934999999995,8.075666,3,62,286.078948975,WSW,2018-01-26T13:29:28.028Z,1.74,2018-01-26 13:29:28.028
131,195,Ride_8,Praha,Homburg,49.455618,7.743299,3,35,239.003738403,WSW,2018-01-26T14:04:08.828Z,1.16,2018-01-26 14:04:08.828
132,196,Ride_8,Praha,Homburg,49.3805,7.4306600000000005,0,10,236.986434937,WSW,2018-01-26T14:32:42.428Z,0.68,2018-01-26 14:32:42.428
133,197,Ride_8,Praha,Homburg,49.32672,7.337350999999999,3,0,241.842407227,SW,2018-01-26T15:07:43.628Z,0.1,2018-01-26 15:07:43.628
134,198,Ride_9,Praha,Homburg,50.073337,14.401186,3,607,198.07876586900002,WSW,2018-01-25T18:49:48.285Z,20.0,2018-01-25 18:49:48.285
135,199,Ride_9,Praha,Homburg,50.046799,14.251653,4,594,398.43862915,WSW,2018-01-25T19:17:20.685Z,19.54,2018-01-25 19:17:20.685
136,200,Ride_9,Praha,Homburg,49.887366,13.921379,4,564,329.123382568,SW,2018-01-25T19:49:18.285Z,19.01,2018-01-25 19:49:18.285
137,201,Ride_9,Praha,Homburg,49.727548999999996,13.479484,1,526,427.68121337900004,WSW,2018-01-25T20:17:11.085Z,18.55,2018-01-25 20:17:11.085
138,202,Ride_9,Praha,Homburg,49.710281,13.252382,2,505,340.915466309,W,2018-01-25T20:47:47.085Z,18.04,2018-01-25 20:47:47.085
139,203,Ride_9,Praha,Homburg,49.74866,12.790664,1,469,499.276580811,W,2018-01-25T21:26:32.685Z,17.39,2018-01-25 21:26:32.685
140,217,Ride_9,Praha,Homburg,49.614928000000006,12.410461999999999,5,436,505.354156494,N,2018-01-26T05:43:17.085Z,9.13,2018-01-26 05:43:17.085
141,218,Ride_9,Praha,Homburg,49.571475,12.261703,2,422,575.258728027,WSW,2018-01-26T06:15:55.485Z,8.59,2018-01-26 06:15:55.485
142,219,Ride_9,Praha,Homburg,49.516355,12.162434,3,411,394.68817138699995,SW,2018-01-26T06:48:13.485Z,8.05,2018-01-26 06:48:13.485
143,220,Ride_9,Praha,Homburg,49.395074,11.866677000000001,3,382,459.795928955,WSW,2018-01-26T07:18:29.085Z,7.55,2018-01-26 07:18:29.085
144,221,Ride_9,Praha,Homburg,49.40762,11.579880000000001,0,360,550.358459473,W,2018-01-26T07:53:09.885Z,6.97,2018-01-26 07:53:09.885
145,222,Ride_9,Praha,Homburg,49.401398,11.231414,4,333,385.711334229,W,2018-01-26T08:24:26.685Z,6.45,2018-01-26 08:24:26.685
146,223,Ride_9,Praha,Homburg,49.305623,10.807079,2,298,415.69232177699996,WSW,2018-01-26T09:04:54.285Z,5.78,2018-01-26 09:04:54.285
147,224,Ride_9,Praha,Homburg,49.246781,10.393394,1,265,462.59750366199995,WSW,2018-01-26T09:40:15.885Z,5.19,2018-01-26 09:40:15.885
148,225,Ride_9,Praha,Homburg,49.183921999999995,10.053997,2,238,440.826141357,WSW,2018-01-26T10:09:30.285Z,4.7,2018-01-26 10:09:30.285
149,226,Ride_9,Praha,Homburg,49.19672,9.70242,0,211,357.676330566,W,2018-01-26T10:38:24.285Z,4.22,2018-01-26 10:38:24.285
150,227,Ride_9,Praha,Homburg,49.16255,9.33274,0,182,225.282485962,W,2018-01-26T11:17:50.685Z,3.56,2018-01-26 11:17:50.685
151,228,Ride_9,Praha,Homburg,49.233558,8.902325,4,148,181.215438843,WNW,2018-01-26T11:55:55.485Z,2.93,2018-01-26 11:55:55.485
152,229,Ride_9,Praha,Homburg,49.332578000000005,8.546907000000001,2,118,106.94403076200001,WNW,2018-01-26T12:23:27.885Z,2.47,2018-01-26 12:23:27.885
153,230,Ride_9,Praha,Homburg,49.481665,8.312339,4,89,95.0667648315,NW,2018-01-26T13:00:51.885Z,1.85,2018-01-26 13:00:51.885
154,231,Ride_9,Praha,Homburg,49.52601,8.054908,3,61,290.531799316,WNW,2018-01-26T13:37:55.485Z,1.23,2018-01-26 13:37:55.485
155,232,Ride_9,Praha,Homburg,49.451277000000005,7.731547,2,34,265.849639893,WSW,2018-01-26T14:13:57.885Z,0.63,2018-01-26 14:13:57.885
156,233,Ride_9,Praha,Homburg,49.381082,7.433485000000001,2,10,239.43881225599998,WSW,2018-01-26T14:45:55.485Z,0.1,2018-01-26 14:45:55.485
157,234,Ride_11,Ingolstadt,Kornwestheim,48.770942,11.461243,2,267,371.430328369,E,2018-01-25T20:38:00.618Z,5.29,2018-01-25 20:38:00.618
158,235,Ride_11,Ingolstadt,Kornwestheim,48.98235,11.39315,0,241,447.345123291,NNW,2018-01-25T21:11:19.818Z,4.73,2018-01-25 21:11:19.818
159,236,Ride_11,Ingolstadt,Kornwestheim,49.266833,11.212303,2,204,392.78479003900003,NNW,2018-01-25T21:48:43.818Z,4.11,2018-01-25 21:48:43.818
160,237,Ride_11,Ingolstadt,Kornwestheim,49.310025,11.016041,4,176,371.30453491199995,WNW,2018-01-25T22:18:39.018Z,3.61,2018-01-25 22:18:39.018
161,238,Ride_11,Ingolstadt,Kornwestheim,49.259139000000005,10.499335,4,135,483.042449951,W,2018-01-25T22:57:45.018Z,2.96,2018-01-25 22:57:45.018
162,239,Ride_11,Ingolstadt,Kornwestheim,49.204747999999995,10.220158999999999,3,113,481.753997803,WSW,2018-01-25T23:37:52.218Z,2.29,2018-01-25 23:37:52.218
163,240,Ride_11,Ingolstadt,Kornwestheim,49.174394,9.857816999999999,2,85,424.213897705,W,2018-01-26T00:13:54.618Z,1.69,2018-01-26 00:13:54.618
164,241,Ride_11,Ingolstadt,Kornwestheim,49.196234000000004,9.443693,2,54,221.93438720700001,W,2018-01-26T00:41:06.618Z,1.24,2018-01-26 00:41:06.618
165,242,Ride_11,Ingolstadt,Kornwestheim,49.056496,9.268479,2,29,231.48150634799998,SW,2018-01-26T01:20:12.618Z,0.59,2018-01-26 01:20:12.618
166,243,Ride_11,Ingolstadt,Kornwestheim,48.843013,9.134813000000001,2,6,324.680450439,SSW,2018-01-26T01:49:47.418Z,0.1,2018-01-26 01:49:47.418
167,244,Ride_12,Ingolstadt,Kornwestheim,48.788796000000005,11.460691,3,265,374.66143798800005,NNE,2018-01-25T20:33:09.538Z,5.22,2018-01-25 20:33:09.538
168,245,Ride_12,Ingolstadt,Kornwestheim,49.00915,11.354519999999999,0,236,379.417572021,NNW,2018-01-25T21:09:32.338Z,4.61,2018-01-25 21:09:32.338
169,246,Ride_12,Ingolstadt,Kornwestheim,49.32521,11.2061,0,197,373.2421875,NNW,2018-01-25T21:41:09.538Z,4.08,2018-01-25 21:41:09.538
170,247,Ride_12,Ingolstadt,Kornwestheim,49.303889,10.923746000000001,3,169,409.94320678699995,W,2018-01-25T22:12:26.338Z,3.56,2018-01-25 22:12:26.338
