,ride_id,tourOrigin,tourDestination,lat,lng,accuracy,remDistance,elevation,heading,timeStamp,actual_eta
29,Ride_1,Praha,Homburg,49.225838,8.944737,3,151,226.312179565,WNW,2018-01-26T11:32:18.557Z,6.17
30,Ride_1,Praha,Homburg,49.225838,8.944737,5,151,226.312179565,N,2018-01-26T12:03:55.757Z,5.64
31,Ride_1,Praha,Homburg,49.225838,8.944737,5,151,226.312179565,N,2018-01-26T12:44:23.357Z,4.97
32,Ride_1,Praha,Homburg,49.225838,8.944737,5,151,226.312179565,N,2018-01-26T13:11:35.357Z,4.52
33,Ride_1,Praha,Homburg,49.225838,8.944737,5,151,226.312179565,N,2018-01-26T13:45:35.357Z,3.95
34,Ride_1,Praha,Homburg,49.265895,8.794916,3,139,186.255386353,WNW,2018-01-26T14:26:02.957Z,3.28
35,Ride_1,Praha,Homburg,49.31817,8.57283,0,121,104.188011169,WNW,2018-01-26T14:57:19.757Z,2.76
36,Ride_1,Praha,Homburg,49.428104,8.334651,4,95,96.1899414062,NW,2018-01-26T15:29:17.357Z,2.23
37,Ride_1,Praha,Homburg,49.533352,8.105283,1,64,294.637756348,NW,2018-01-26T16:01:55.757Z,1.69
38,Ride_1,Praha,Homburg,49.46157,7.78432,0,38,308.091888428,WSW,2018-01-26T16:31:50.957Z,1.19
39,Ride_1,Praha,Homburg,49.38218,7.42342,0,13,234.815673828,WSW,2018-01-26T17:03:48.557Z,0.66
40,Ride_1,Praha,Homburg,49.328531,7.333076,1,1,249.246383667,SW,2018-01-26T17:37:28.157Z,0.1
41,Ride_3,Praha,Homburg,50.075873,14.417974,2,609,204.408569336,NE,2018-01-25T19:40:50.357Z,18.26
42,Ride_3,Praha,Homburg,50.055714,14.33592,1,601,339.399291992,WSW,2018-01-25T20:19:56.357Z,17.61
43,Ride_3,Praha,Homburg,49.929592,14.014973,3,572,242.152038574,WSW,2018-01-25T20:51:33.557Z,17.08
44,Ride_3,Praha,Homburg,49.747005,13.553631,1,532,381.280578613,WSW,2018-01-25T21:20:47.957Z,16.59
45,Ride_3,Praha,Homburg,49.690975,13.297669,3,509,345.406616211,WSW,2018-01-25T21:57:31.157Z,15.98
46,Ride_3,Praha,Homburg,49.726109,12.887172,4,477,502.094726562,W,2018-01-25T22:30:29.957Z,15.43
47,Ride_3,Praha,Homburg,49.635154,12.479919,2,441,509.490203857,WSW,2018-01-25T23:07:33.557Z,14.81
48,Ride_3,Praha,Homburg,49.547499,12.193694,1,416,444.771850586,WSW,2018-01-25T23:43:35.957Z,14.21
49,Ride_3,Praha,Homburg,49.547499,12.193694,5,416,444.771850586,N,2018-01-26T00:19:58.757Z,13.6
50,Ride_3,Praha,Homburg,49.547499,12.193694,5,416,444.771850586,N,2018-01-26T00:59:45.557Z,12.94
51,Ride_3,Praha,Homburg,49.547499,12.193694,5,416,444.771850586,N,2018-01-26T01:32:44.357Z,12.39
52,Ride_3,Praha,Homburg,49.547499,12.193694,5,416,444.771850586,N,2018-01-26T02:10:08.357Z,11.77
53,Ride_3,Praha,Homburg,49.547499,12.193694,5,416,444.771850586,N,2018-01-26T02:44:49.157Z,11.19
54,Ride_3,Praha,Homburg,49.547499,12.193694,5,416,444.771850586,N,2018-01-26T03:18:08.357Z,10.63
55,Ride_3,Praha,Homburg,49.547499,12.193694,5,416,444.771850586,N,2018-01-26T03:57:34.757Z,9.97
56,Ride_3,Praha,Homburg,49.547499,12.193694,5,416,444.771850586,N,2018-01-26T04:27:50.357Z,9.47
57,Ride_3,Praha,Homburg,49.463419,12.134576,3,405,519.603210449,SSW,2018-01-26T05:00:49.157Z,8.92
58,Ride_3,Praha,Homburg,49.4008,11.979383,2,391,386.683441162,WSW,2018-01-26T05:30:23.957Z,8.43
59,Ride_3,Praha,Homburg,49.427465,11.639116,2,365,615.250549316,W,2018-01-26T06:07:27.557Z,7.81
60,Ride_3,Praha,Homburg,49.40714,11.314,0,339,402.278015137,W,2018-01-26T06:47:55.157Z,7.14
61,Ride_3,Praha,Homburg,49.303492,10.926087,1,307,409.43359375,WSW,2018-01-26T07:22:35.957Z,6.56
62,Ride_3,Praha,Homburg,49.249638,10.459171,3,270,423.021209717,W,2018-01-26T07:50:08.357Z,6.1
63,Ride_3,Praha,Homburg,49.210154,10.156586,4,246,511.888092041,WSW,2018-01-26T08:24:28.757Z,5.53
64,Ride_3,Praha,Homburg,49.17675,9.78948,0,218,321.04989624,W,2018-01-26T09:04:35.957Z,4.86
65,Ride_3,Praha,Homburg,49.173959,9.388455,4,187,240.323608398,W,2018-01-26T09:40:38.357Z,4.26
66,Ride_3,Praha,Homburg,49.222114,8.973207,3,154,269.45489502,W,2018-01-26T10:20:25.157Z,3.6
67,Ride_3,Praha,Homburg,49.296668,8.596144,1,123,106.041046143,WNW,2018-01-26T10:56:27.557Z,3.0
68,Ride_3,Praha,Homburg,49.41594,8.34009,0,97,98.0880355835,NW,2018-01-26T11:35:13.157Z,2.35
69,Ride_3,Praha,Homburg,49.539714,8.117106,4,66,313.488311768,NW,2018-01-26T12:08:11.957Z,1.8
70,Ride_3,Praha,Homburg,49.460948,7.799596,2,39,284.890563965,WSW,2018-01-26T12:36:04.757Z,1.34
71,Ride_3,Praha,Homburg,49.388612,7.437984,3,14,234.096282959,WSW,2018-01-26T13:16:52.757Z,0.66
72,Ride_3,Praha,Homburg,49.331146,7.33184,4,1,251.761444092,SW,2018-01-26T13:50:32.357Z,0.1
73,Ride_4,Praha,Homburg,50.07237,14.39641,0,607,203.096832275,NW,2018-01-25T19:52:40.117Z,9.24
74,Ride_4,Praha,Homburg,50.046822,14.251705,2,594,398.428131104,WSW,2018-01-25T20:28:01.717Z,8.65
75,Ride_4,Praha,Homburg,49.887334,13.92135,1,564,329.08303833,SW,2018-01-25T21:04:04.117Z,8.05
76,Ride_4,Praha,Homburg,49.727548,13.479456,1,526,427.638061523,WSW,2018-01-25T21:36:42.517Z,7.51
77,Ride_4,Praha,Homburg,49.710306,13.252361,4,505,341.118682861,W,2018-01-25T22:07:18.517Z,7.0
78,Ride_4,Praha,Homburg,49.748653,12.79061,3,469,499.269958496,W,2018-01-25T22:38:55.717Z,6.47
79,Ride_4,Praha,Homburg,49.614941,12.410425,4,436,505.288879395,WSW,2018-01-25T23:11:13.717Z,5.93
80,Ride_4,Praha,Homburg,49.516385,12.162446,2,411,394.332214355,WSW,2018-01-25T23:42:30.517Z,5.41
81,Ride_4,Praha,Homburg,49.395084,11.866736,2,382,459.707092285,WSW,2018-01-26T00:17:52.117Z,4.82
82,Ride_4,Praha,Homburg,49.40762,11.57988,0,360,550.358459473,W,2018-01-26T00:58:19.717Z,4.15
83,Ride_4,Praha,Homburg,49.40143,11.23139,0,333,385.664215088,W,2018-01-26T01:32:40.117Z,3.58
84,Ride_4,Praha,Homburg,49.305647,10.80713,3,298,415.725585938,WSW,2018-01-26T02:00:12.517Z,3.12
85,Ride_4,Praha,Homburg,49.305647,10.80713,5,298,415.725585938,N,2018-01-26T02:38:17.317Z,2.49
86,Ride_4,Praha,Homburg,49.305647,10.80713,5,298,415.725585938,N,2018-01-26T03:12:37.717Z,1.92
87,Ride_4,Praha,Homburg,49.305647,10.80713,5,298,415.725585938,N,2018-01-26T03:44:55.717Z,1.38
88,Ride_4,Praha,Homburg,49.305647,10.80713,5,298,415.725585938,N,2018-01-26T04:23:41.317Z,0.73
89,Ride_4,Praha,Homburg,49.305647,10.80713,5,298,415.725585938,N,2018-01-26T05:01:25.717Z,0.1
90,Ride_5,Praha,Homburg,50.07137,14.38512,0,606,223.4115448,WNW,2018-01-25T18:00:44.358Z,17.68
91,Ride_5,Praha,Homburg,50.02679,14.20643,0,590,370.137207031,WSW,2018-01-25T18:35:04.758Z,17.11
92,Ride_5,Praha,Homburg,49.865096,13.892008,4,561,359.362609863,SW,2018-01-25T19:15:11.958Z,16.44
93,Ride_5,Praha,Homburg,49.714976,13.451212,2,524,370.943969727,WSW,2018-01-25T19:53:57.558Z,15.79
94,Ride_5,Praha,Homburg,49.701939,13.197038,2,501,345.001861572,W,2018-01-25T20:28:58.758Z,15.21
95,Ride_5,Praha,Homburg,49.739068,12.739886,4,465,501.062255859,W,2018-01-25T21:00:15.558Z,14.69
96,Ride_5,Praha,Homburg,49.614203,12.377785,4,433,562.512207031,WSW,2018-01-25T21:33:55.158Z,14.13
97,Ride_5,Praha,Homburg,49.503667,12.153952,4,410,456.839935303,SW,2018-01-25T22:03:09.558Z,13.64
98,Ride_5,Praha,Homburg,49.40162,11.82787,0,380,444.011962891,WSW,2018-01-25T22:40:33.558Z,13.02
99,Ride_5,Praha,Homburg,49.41245,11.553676,1,358,544.281921387,W,2018-01-25T23:09:47.958Z,12.53
100,Ride_5,Praha,Homburg,49.392027,11.179104,3,329,362.335845947,W,2018-01-25T23:39:02.358Z,12.04
101,Ride_5,Praha,Homburg,49.392027,11.179104,5,329,362.335845947,N,2018-01-26T00:09:17.958Z,11.54
102,Ride_5,Praha,Homburg,49.392027,11.179104,5,329,362.335845947,N,2018-01-26T00:37:10.758Z,11.08
103,Ride_5,Praha,Homburg,49.392027,11.179104,5,329,362.335845947,N,2018-01-26T01:16:16.758Z,10.43
104,Ride_5,Praha,Homburg,49.392027,11.179104,5,329,362.335845947,N,2018-01-26T01:50:16.758Z,9.86
105,Ride_5,Praha,Homburg,49.392027,11.179104,5,329,362.335845947,N,2018-01-26T02:23:15.558Z,9.31
106,Ride_5,Praha,Homburg,49.392027,11.179104,5,329,362.335845947,N,2018-01-26T03:02:01.158Z,8.66
107,Ride_5,Praha,Homburg,49.392027,11.179104,5,329,362.335845947,N,2018-01-26T03:36:01.158Z,8.09
108,Ride_5,Praha,Homburg,49.392027,11.179104,5,329,362.335845947,N,2018-01-26T04:03:33.558Z,7.63
109,Ride_5,Praha,Homburg,49.392027,11.179104,5,329,362.335845947,N,2018-01-26T04:41:58.758Z,6.99
110,Ride_5,Praha,Homburg,49.321029,11.044695,4,316,346.478912354,SW,2018-01-26T05:10:11.958Z,6.52
111,Ride_5,Praha,Homburg,49.302082,10.755922,2,294,445.342956543,W,2018-01-26T05:40:07.158Z,6.02
112,Ride_5,Praha,Homburg,49.242493,10.362211,1,263,525.204650879,WSW,2018-01-26T06:15:28.758Z,5.43
113,Ride_5,Praha,Homburg,49.175635,10.024742,1,235,426.356323242,WSW,2018-01-26T06:48:27.558Z,4.88
114,Ride_5,Praha,Homburg,49.204906,9.652577,2,208,348.270477295,W,2018-01-26T07:18:02.358Z,4.39
115,Ride_5,Praha,Homburg,49.156598,9.312539,2,180,194.127685547,WSW,2018-01-26T07:47:16.758Z,3.9
116,Ride_5,Praha,Homburg,49.246986,8.862089,3,145,172.467666626,WNW,2018-01-26T08:14:28.758Z,3.45
117,Ride_5,Praha,Homburg,49.332288,8.493547,1,114,96.2173995972,WNW,2018-01-26T08:43:43.158Z,2.96
118,Ride_5,Praha,Homburg,49.529721,8.313803,4,84,94.0420303345,NNW,2018-01-26T09:21:07.158Z,2.34
119,Ride_5,Praha,Homburg,49.515529,8.02769,1,58,312.169036865,W,2018-01-26T09:48:59.958Z,1.88
120,Ride_5,Praha,Homburg,49.449182,7.718544,2,33,262.136474609,WSW,2018-01-26T10:28:05.958Z,1.23
121,Ride_5,Praha,Homburg,49.366576,7.349465,4,9,255.27166748,WSW,2018-01-26T11:07:11.958Z,0.58
122,Ride_5,Praha,Homburg,49.32288,7.34095,0,1,237.410430908,S,2018-01-26T11:35:45.558Z,0.1
123,Ride_7,Praha,Homburg,50.0739,14.40196,0,607,197.512695312,WNW,2018-01-25T18:24:04.888Z,21.6
124,Ride_7,Praha,Homburg,50.048064,14.257847,2,595,397.144317627,WSW,2018-01-25T19:03:10.888Z,20.95
125,Ride_7,Praha,Homburg,50.048064,14.257847,5,595,397.144317627,N,2018-01-25T19:43:18.088Z,20.28
126,Ride_7,Praha,Homburg,50.048064,14.257847,5,595,397.144317627,N,2018-01-25T20:16:57.688Z,19.72
127,Ride_7,Praha,Homburg,50.048064,14.257847,5,595,397.144317627,N,2018-01-25T20:50:57.688Z,19.15
128,Ride_7,Praha,Homburg,50.048064,14.257847,5,595,397.144317627,N,2018-01-25T21:23:15.688Z,18.61
129,Ride_7,Praha,Homburg,50.048064,14.257847,5,595,397.144317627,N,2018-01-25T21:56:34.888Z,18.05
130,Ride_7,Praha,Homburg,50.048064,14.257847,5,595,397.144317627,N,2018-01-25T22:24:27.688Z,17.59
131,Ride_7,Praha,Homburg,50.048064,14.257847,5,595,397.144317627,N,2018-01-25T23:00:50.488Z,16.98
132,Ride_7,Praha,Homburg,50.048064,14.257847,5,595,397.144317627,N,2018-01-25T23:30:45.688Z,16.48
133,Ride_7,Praha,Homburg,50.048064,14.257847,5,595,397.144317627,N,2018-01-26T00:08:50.488Z,15.85
134,Ride_7,Praha,Homburg,50.048064,14.257847,5,595,397.144317627,N,2018-01-26T00:48:16.888Z,15.19
135,Ride_7,Praha,Homburg,50.048064,14.257847,5,595,397.144317627,N,2018-01-26T01:20:55.288Z,14.65
136,Ride_7,Praha,Homburg,49.972654,14.104141,2,581,300.974273682,SW,2018-01-26T01:57:58.888Z,14.03
137,Ride_7,Praha,Homburg,49.8894,13.92689,0,565,326.910888672,SW,2018-01-26T02:38:26.488Z,13.36
138,Ride_7,Praha,Homburg,49.72839,13.48751,0,527,438.480407715,WSW,2018-01-26T03:14:08.488Z,12.77
139,Ride_7,Praha,Homburg,49.709817,13.257541,3,505,338.939025879,W,2018-01-26T03:41:20.488Z,12.32
140,Ride_7,Praha,Homburg,49.750162,12.798756,4,469,534.602783203,W,2018-01-26T04:18:44.488Z,11.7
141,Ride_7,Praha,Homburg,49.61965,12.41702,0,436,491.476135254,WSW,2018-01-26T04:48:39.688Z,11.2
142,Ride_7,Praha,Homburg,49.51818,12.16337,0,412,384.870422363,WSW,2018-01-26T05:23:20.488Z,10.62
143,Ride_7,Praha,Homburg,49.393332,11.876316,2,383,451.98614502,SW,2018-01-26T05:51:13.288Z,10.16
144,Ride_7,Praha,Homburg,49.407344,11.58549,1,360,568.02166748,W,2018-01-26T06:24:52.888Z,9.6
145,Ride_7,Praha,Homburg,49.402218,11.238685,4,334,397.974029541,W,2018-01-26T07:03:38.488Z,8.95
146,Ride_7,Praha,Homburg,49.307066,10.81666,3,299,435.326721191,WSW,2018-01-26T07:39:00.088Z,8.36
147,Ride_7,Praha,Homburg,49.249095,10.399165,3,265,449.706878662,WSW,2018-01-26T08:13:00.088Z,7.79
148,Ride_7,Praha,Homburg,49.18365,10.066512,3,239,430.836364746,WSW,2018-01-26T08:49:43.288Z,7.18
149,Ride_7,Praha,Homburg,49.192025,9.718444,4,213,384.854187012,W,2018-01-26T09:28:28.888Z,6.53
150,Ride_7,Praha,Homburg,49.16175,9.33841,0,182,231.397033691,W,2018-01-26T10:05:52.888Z,5.91
151,Ride_7,Praha,Homburg,49.230063,8.906409,3,149,175.21321106,WNW,2018-01-26T10:38:31.288Z,5.37
152,Ride_7,Praha,Homburg,49.230063,8.906409,5,149,175.21321106,N,2018-01-26T11:08:06.088Z,4.88
153,Ride_7,Praha,Homburg,49.230063,8.906409,5,149,175.21321106,N,2018-01-26T11:39:22.888Z,4.36
154,Ride_7,Praha,Homburg,49.230063,8.906409,5,149,175.21321106,N,2018-01-26T12:16:06.088Z,3.75
155,Ride_7,Praha,Homburg,49.275939,8.754362,4,136,196.855621338,WNW,2018-01-26T12:54:51.688Z,3.1
156,Ride_7,Praha,Homburg,49.33295,8.55144,0,118,108.653175354,WNW,2018-01-26T13:32:15.688Z,2.48
157,Ride_7,Praha,Homburg,49.474785,8.312619,1,90,95.5412597656,NW,2018-01-26T14:07:57.688Z,1.89
158,Ride_7,Praha,Homburg,49.526941,8.059214,1,61,280.735656738,WNW,2018-01-26T14:47:03.688Z,1.24
159,Ride_7,Praha,Homburg,49.45334,7.73656,0,34,259.010528564,WSW,2018-01-26T15:19:21.688Z,0.7
160,Ride_7,Praha,Homburg,49.382522,7.438586,4,10,237.979476929,WSW,2018-01-26T15:55:24.088Z,0.1
161,Ride_8,Praha,Homburg,50.074105,14.402071,4,607,197.627609253,NW,2018-01-25T18:42:01.628Z,20.53
162,Ride_8,Praha,Homburg,50.048847,14.264534,3,595,390.402252197,WSW,2018-01-25T19:21:07.628Z,19.88
163,Ride_8,Praha,Homburg,49.89428,13.945314,4,566,303.765716553,SW,2018-01-25T19:53:46.028Z,19.34
164,Ride_8,Praha,Homburg,49.89428,13.945314,5,566,303.765716553,N,2018-01-25T20:34:13.628Z,18.67
165,Ride_8,Praha,Homburg,49.89428,13.945314,5,566,303.765716553,N,2018-01-25T21:04:49.628Z,18.16
166,Ride_8,Praha,Homburg,49.89428,13.945314,5,566,303.765716553,N,2018-01-25T21:44:16.028Z,17.5
167,Ride_8,Praha,Homburg,49.89428,13.945314,5,566,303.765716553,N,2018-01-25T22:16:54.428Z,16.96
168,Ride_8,Praha,Homburg,49.798552,13.747685,3,547,470.383087158,SW,2018-01-25T22:49:32.828Z,16.42
169,Ride_8,Praha,Homburg,49.729704,13.496698,4,527,423.34942627,WSW,2018-01-25T23:22:52.028Z,15.86
170,Ride_8,Praha,Homburg,49.709339,13.265083,4,506,335.499359131,W,2018-01-25T23:56:31.628Z,15.3
171,Ride_8,Praha,Homburg,49.752126,12.811392,1,470,529.66607666,W,2018-01-26T00:33:35.228Z,14.68
172,Ride_8,Praha,Homburg,49.624018,12.426901,2,437,506.086578369,WSW,2018-01-26T01:12:41.228Z,14.03
173,Ride_8,Praha,Homburg,49.521687,12.168179,3,412,371.318389893,WSW,2018-01-26T01:43:58.028Z,13.51
174,Ride_8,Praha,Homburg,49.39296,11.89233,0,384,410.056671143,SW,2018-01-26T02:14:34.028Z,13.0
175,Ride_8,Praha,Homburg,49.409775,11.593797,2,361,589.784912109,W,2018-01-26T02:50:56.828Z,12.39
176,Ride_8,Praha,Homburg,49.403003,11.256239,3,338,422.646728516,W,2018-01-26T03:30:23.228Z,11.73
177,Ride_8,Praha,Homburg,49.310848,10.830318,4,300,429.800292969,WSW,2018-01-26T04:07:26.828Z,11.11
178,Ride_8,Praha,Homburg,49.252427,10.407361,2,266,437.664520264,WSW,2018-01-26T04:36:41.228Z,10.62
179,Ride_8,Praha,Homburg,49.183724,10.079508,4,240,430.517486572,WSW,2018-01-26T05:15:06.428Z,9.98
180,Ride_8,Praha,Homburg,49.185906,9.735049,3,214,414.069854736,W,2018-01-26T05:45:22.028Z,9.48
181,Ride_8,Praha,Homburg,49.160147,9.349748,2,183,209.185928345,W,2018-01-26T06:13:35.228Z,9.01
182,Ride_8,Praha,Homburg,49.227295,8.919315,2,150,177.073547363,WNW,2018-01-26T06:48:36.428Z,8.43
183,Ride_8,Praha,Homburg,49.332855,8.557916,3,119,109.268882751,WNW,2018-01-26T07:20:13.628Z,7.9
184,Ride_8,Praha,Homburg,49.460788,8.314584,4,91,95.6162033081,NW,2018-01-26T07:49:48.428Z,7.41
185,Ride_8,Praha,Homburg,49.460788,8.314584,5,91,95.6162033081,N,2018-01-26T08:28:54.428Z,6.76
186,Ride_8,Praha,Homburg,49.460788,8.314584,5,91,95.6162033081,N,2018-01-26T09:06:59.228Z,6.13
187,Ride_8,Praha,Homburg,49.460788,8.314584,5,91,95.6162033081,N,2018-01-26T09:44:43.628Z,5.5
188,Ride_8,Praha,Homburg,49.460788,8.314584,5,91,95.6162033081,N,2018-01-26T10:15:40.028Z,4.98
189,Ride_8,Praha,Homburg,49.460788,8.314584,5,91,95.6162033081,N,2018-01-26T10:53:24.428Z,4.35
190,Ride_8,Praha,Homburg,49.460788,8.314584,5,91,95.6162033081,N,2018-01-26T11:21:58.028Z,3.87
191,Ride_8,Praha,Homburg,49.460788,8.314584,5,91,95.6162033081,N,2018-01-26T11:49:10.028Z,3.42
192,Ride_8,Praha,Homburg,49.460788,8.314584,5,91,95.6162033081,N,2018-01-26T12:16:42.428Z,2.96
193,Ride_8,Praha,Homburg,49.552215,8.254055,3,76,103.638061523,NNW,2018-01-26T12:55:28.028Z,2.31
194,Ride_8,Praha,Homburg,49.526935,8.075666,3,62,286.078948975,WSW,2018-01-26T13:29:28.028Z,1.74
195,Ride_8,Praha,Homburg,49.455618,7.743299,3,35,239.003738403,WSW,2018-01-26T14:04:08.828Z,1.16
196,Ride_8,Praha,Homburg,49.3805,7.43066,0,10,236.986434937,WSW,2018-01-26T14:32:42.428Z,0.68
197,Ride_8,Praha,Homburg,49.32672,7.337351,3,0,241.842407227,SW,2018-01-26T15:07:43.628Z,0.1
198,Ride_9,Praha,Homburg,50.073337,14.401186,3,607,198.078765869,WSW,2018-01-25T18:49:48.285Z,20.0
199,Ride_9,Praha,Homburg,50.046799,14.251653,4,594,398.43862915,WSW,2018-01-25T19:17:20.685Z,19.54
200,Ride_9,Praha,Homburg,49.887366,13.921379,4,564,329.123382568,SW,2018-01-25T19:49:18.285Z,19.01
201,Ride_9,Praha,Homburg,49.727549,13.479484,1,526,427.681213379,WSW,2018-01-25T20:17:11.085Z,18.55
202,Ride_9,Praha,Homburg,49.710281,13.252382,2,505,340.915466309,W,2018-01-25T20:47:47.085Z,18.04
203,Ride_9,Praha,Homburg,49.74866,12.790664,1,469,499.276580811,W,2018-01-25T21:26:32.685Z,17.39
204,Ride_9,Praha,Homburg,49.614928,12.410462,1,436,505.354156494,WSW,2018-01-25T22:03:56.685Z,16.77
205,Ride_9,Praha,Homburg,49.614928,12.410462,5,436,505.354156494,N,2018-01-25T22:39:18.285Z,16.18
206,Ride_9,Praha,Homburg,49.614928,12.410462,5,436,505.354156494,N,2018-01-25T23:19:25.485Z,15.51
207,Ride_9,Praha,Homburg,49.614928,12.410462,5,436,505.354156494,N,2018-01-25T23:49:00.285Z,15.02
208,Ride_9,Praha,Homburg,49.614928,12.410462,5,436,505.354156494,N,2018-01-26T00:25:02.685Z,14.42
209,Ride_9,Praha,Homburg,49.614928,12.410462,5,436,505.354156494,N,2018-01-26T00:59:02.685Z,13.85
210,Ride_9,Praha,Homburg,49.614928,12.410462,5,436,505.354156494,N,2018-01-26T01:38:49.485Z,13.19
211,Ride_9,Praha,Homburg,49.614928,12.410462,5,436,505.354156494,N,2018-01-26T02:15:12.285Z,12.58
212,Ride_9,Praha,Homburg,49.614928,12.410462,5,436,505.354156494,N,2018-01-26T02:50:54.285Z,11.99
213,Ride_9,Praha,Homburg,49.614928,12.410462,5,436,505.354156494,N,2018-01-26T03:21:09.885Z,11.49
214,Ride_9,Praha,Homburg,49.614928,12.410462,5,436,505.354156494,N,2018-01-26T03:48:21.885Z,11.04
215,Ride_9,Praha,Homburg,49.614928,12.410462,5,436,505.354156494,N,2018-01-26T04:28:49.485Z,10.37
216,Ride_9,Praha,Homburg,49.614928,12.410462,5,436,505.354156494,N,2018-01-26T05:03:30.285Z,9.79
217,Ride_9,Praha,Homburg,49.614928,12.410462,5,436,505.354156494,N,2018-01-26T05:43:17.085Z,9.13
218,Ride_9,Praha,Homburg,49.571475,12.261703,2,422,575.258728027,WSW,2018-01-26T06:15:55.485Z,8.59
219,Ride_9,Praha,Homburg,49.516355,12.162434,3,411,394.688171387,SW,2018-01-26T06:48:13.485Z,8.05
220,Ride_9,Praha,Homburg,49.395074,11.866677,3,382,459.795928955,WSW,2018-01-26T07:18:29.085Z,7.55
221,Ride_9,Praha,Homburg,49.40762,11.57988,0,360,550.358459473,W,2018-01-26T07:53:09.885Z,6.97
222,Ride_9,Praha,Homburg,49.401398,11.231414,4,333,385.711334229,W,2018-01-26T08:24:26.685Z,6.45
223,Ride_9,Praha,Homburg,49.305623,10.807079,2,298,415.692321777,WSW,2018-01-26T09:04:54.285Z,5.78
224,Ride_9,Praha,Homburg,49.246781,10.393394,1,265,462.597503662,WSW,2018-01-26T09:40:15.885Z,5.19
225,Ride_9,Praha,Homburg,49.183922,10.053997,2,238,440.826141357,WSW,2018-01-26T10:09:30.285Z,4.7
226,Ride_9,Praha,Homburg,49.19672,9.70242,0,211,357.676330566,W,2018-01-26T10:38:24.285Z,4.22
227,Ride_9,Praha,Homburg,49.16255,9.33274,0,182,225.282485962,W,2018-01-26T11:17:50.685Z,3.56
