NCT02504216,Bayer,FALSE,AL,https://ClinicalTrials.gov/show/NCT02504216,TRUE,Efficacy and Safety of Rivaroxaban in Reducing the Risk of Major Thrombotic Vascular Events in Subjects With Peripheral Artery Disease Undergoing Peripheral Revascularization Procedures of the Lower Extremities,Peripheral Artery Disease,"Drug:Rivaroxaban (Xarelto, BAY59-7939); Drug:Rivaroxaban-Placebo",[],1-Feb-16,50,9999,Both,FALSE,23
NCT02406677,AstraZeneca,FALSE,AL,https://ClinicalTrials.gov/show/NCT02406677,TRUE,Affordability and Real-world Antiplatelet Treatment Effectiveness After Myocardial Infarction Study,"Cost Sharing, Acute Coronary Syndrome,",Other:Study voucher card,[],29-Jan-16,18,130,Both,FALSE,13
NCT02387359,Synergy Pharmaceuticals Inc.,FALSE,AL,https://ClinicalTrials.gov/show/NCT02387359,TRUE,The Plecanatide Irritable Bowel Syndrome With Constipation Study (IBS-C),Irritable Bowel Syndrome Characterized by Constipation,Drug:Plecanatide; Drug:Placebo,[],10-Dec-15,18,85,Both,FALSE,183
NCT02111564,"Janssen Research & Development, LLC",FALSE,AL,https://ClinicalTrials.gov/show/NCT02111564,TRUE,A Study of Rivaroxaban (JNJ-39039039) on the Venous Thromboembolic Risk in Post-Hospital Discharge Patients,Heart Failure; Respiratory Insufficiency; Stroke Acute; Infectious Diseases; Rheumatic Diseases,"Drug:Rivaroxaban, 10 mg; Drug:Rivaroxaban, 7.5 mg; Drug:Placebo",[],26-Jan-16,40,9999,Both,FALSE,132
NCT01920711,Novartis Pharmaceuticals,FALSE,AL,https://ClinicalTrials.gov/show/NCT01920711,TRUE,"Efficacy and Safety of LCZ696 Compared to Valsartan, on Morbidity and Mortality in Heart Failure Patients With Preserved Ejection Fraction",Heart Failure With Preserved Ejection Fraction,Drug:LCZ696; Drug:Valsartan,[],14-Oct-15,50,9999,Both,FALSE,156
NCT01663402,Sanofi,FALSE,AL,https://ClinicalTrials.gov/show/NCT01663402,TRUE,ODYSSEY Outcomes: Evaluation of Cardiovascular Outcomes After an Acute Coronary Syndrome During Treatment With Alirocumab,Acute Coronary Syndrome,Drug:alirocumab; Drug:placebo,[],3-Feb-16,40,9999,Both,FALSE,12
NCT01652872,Amgen,FALSE,AL,https://ClinicalTrials.gov/show/NCT01652872,TRUE,Strategies Using Darbepoetin Alfa to Avoid Transfusions in Chronic Kidney Disease,Management of Anemia in Chronic Kidney Disease Patients Not on Dialysis.,Biological:Darbepoetin alfa,[],9-Dec-15,18,9999,Both,FALSE,16
NCT01492361,Amarin Pharma Inc.,FALSE,AL,https://ClinicalTrials.gov/show/NCT01492361,TRUE,A Study of AMR101 to Evaluate Its Ability to Reduce Cardiovascular Events in High Risk Patients With Hypertriglyceridemia and on Statin. The Primary Objective is to Evaluate the Effect of 4 g/Day AMR101 for Preventing the Occurrence of a First Major Cardiovascular Event.,Cardiovascular Diseases,Drug:AMR101; Drug:Placebo,[],14-Jul-15,45,9999,Both,FALSE,62
NCT02573311,Boehringer Ingelheim,FALSE,AL,https://ClinicalTrials.gov/show/NCT02573311,TRUE,Actual Use Study of Tamsulosin in Men,Urological Manifestations,Drug:tamsulosin hydrochloride,[],25-Jan-16,18,9999,Male,FALSE,75
NCT02526524,"Elcelyx Therapeutics, Inc.",FALSE,AL,https://ClinicalTrials.gov/show/NCT02526524,TRUE,"Dose-Ranging Study to Evaluate the Glycemic Effects, Safety, and Tolerability of Metformin Delayed Release in Subjects With T2DM",Type 2 Diabetes Mellitus,Drug:Met DR; Drug:Met IR; Drug:Placebo,[],7-Jan-16,25,9999,Both,FALSE,103
NCT02487446,Novartis Pharmaceuticals,FALSE,AL,https://ClinicalTrials.gov/show/NCT02487446,TRUE,Efficacy and Safety Study of QVA149 in COPD Patients,Chronic Obstructive Pulmonary Disease (COPD),Drug:QVA149; Drug:Umeclidinium/vilanterol; Drug:Placebo (umeclidinium/vilanterol); Drug:Placebo (QVA149),[],29-Jun-15,40,9999,Both,FALSE,156
NCT02465567,"Pearl Therapeutics, Inc.",FALSE,AL,https://ClinicalTrials.gov/show/NCT02465567,TRUE,Study to Assess the Efficacy and Safety of PT010 Relative to PT003 and PT009 in Subjects With Moderate to Very Severe COPD (Ethos),COPD,Drug:BGF MDI 320/14.4/9.6 g; Drug:GFF MDI 14.4/9.6 g; Drug:BGF MDI 160/14.4/9.6 g; Drug:BFF MDI 320/9.6 g,[],22-Dec-15,40,80,Both,FALSE,163
NCT02342249,Vertex Pharmaceuticals Incorporated,FALSE,AL,https://ClinicalTrials.gov/show/NCT02342249,TRUE,Study of Acute Uncomplicated Seasonal Influenza A in Adult Subjects,Influenza A,Drug:VX-787 and oseltamivir,[],28-Jul-15,18,64,Both,FALSE,218
NCT02336685,"Janssen Research & Development, LLC",FALSE,AL,https://ClinicalTrials.gov/show/NCT02336685,TRUE,"Study of Efficacy, Safety of Fulranumab Adjunctive Use in OA of Hip or Knee, PAI3001",Osteoarthritis; Pain,Drug:Placebo; Drug:Fulranumab 1 mg; Drug:Fulranumab 3 mg,[],20-Jan-16,18,99,Both,FALSE,132
NCT01968967,Pfizer,FALSE,AL,https://ClinicalTrials.gov/show/NCT01968967,TRUE,Randomized Clinical Trial of Bococizumab (PF-04950615; RN316) in Subjects With Hyperlipidemia or Mixed Dyslipidemia at Risk of Cardiovascular Events,Hyperlipidemia,Drug:Bococizumab (PF-04950615; RN316); Other:Placebo,[],25-Jan-16,18,9999,Both,FALSE,10
NCT01877915,"Janssen Research & Development, LLC",FALSE,AL,https://ClinicalTrials.gov/show/NCT01877915,TRUE,"A Study to Assess the Effectiveness and Safety of Rivaroxaban in Reducing the Risk of Death, Myocardial Infarction or Stroke in Participants With Heart Failure and Coronary Artery Disease Following an Episode of Decompensated Heart Failure",Heart Failure; Coronary Artery Disease,Drug:Rivaroxaban; Drug:Placebo; Other:Standard of care for heart failure and coronary artery disease,[],26-Jan-16,18,95,Both,FALSE,132
NCT01272037,National Cancer Institute (NCI),FALSE,AL,https://ClinicalTrials.gov/show/NCT01272037,TRUE,"Tamoxifen Citrate, Letrozole, Anastrozole, or Exemestane With or Without Chemotherapy in Treating Patients With Invasive RxPONDER Breast Cancer",Ductal Breast Carcinoma In Situ; Estrogen Receptor and/or Progesterone Receptor Positive; HER2/Neu Negative; Invasive Breast Carcinoma; Multicentric Breast Carcinoma; Multifocal Breast Carcinoma; Synchronous Bilateral Breast Carcinoma,Drug:Anastrozole; Drug:Exemestane; Other:Laboratory Biomarker Analysis; Drug:Letrozole; Other:Quality-of-Life Assessment; Drug:Systemic Chemotherapy; Drug:Tamoxifen Citrate,[],4-Feb-16,18,9999,Female,FALSE,9
NCT02590432,Forest Laboratories,FALSE,AL,https://ClinicalTrials.gov/show/NCT02590432,TRUE,"An Open-Label, Long-term Study to Assess the Immunogenicity of Linaclotide Administered Orally to Adult Patients With Irritable Bowel Syndrome With Constipation or Chronic Idiopathic Constipation",Irritable Bowel Syndrome With Constipation; Chronic Idiopathic Constipation,Drug:Linaclotide 290 micrograms; Drug:Linaclotide 145 micrograms; Drug:Linaclotide 72 micrograms,[],23-Dec-15,18,9999,Both,FALSE,110
NCT02388165,Pfizer,FALSE,AL,https://ClinicalTrials.gov/show/NCT02388165,TRUE,Safety and Efficacy of SA4Ag Vaccine in Adults Having Elective Posterior Instrumented Lumbar Spinal Fusion Procedure,Staphylococcal Vaccine,Biological:Staphylococcus aureus 4-Antigen (SA4Ag) Vaccine; Other:Placebo,[],25-Jan-16,18,85,Both,FALSE,10
NCT02386072,"Astellas Scientific & Medical Affairs, Inc.",FALSE,AL,https://ClinicalTrials.gov/show/NCT02386072,TRUE,"A Prospective, Observational, Multicenter Study of Patients Following Initiation of a New Course of Treatment for Overactive Bladder (OAB)",Overactive Bladder; Urinary Bladder Overactive; Urinary Bladder Diseases; Urologic Diseases,Drug:mirabegron; Drug:antimuscarinic medication,[],16-Dec-15,18,9999,Both,FALSE,69
NCT02367456,Pfizer,FALSE,AL,https://ClinicalTrials.gov/show/NCT02367456,TRUE,"A Combination Study of PF-04449913 and Azacitidine In 1st Line MDS, AML and CMML Patients",Myelodysplastic Syndrome,Drug:PF-04449913; Drug:Azacitidine; Drug:PF-04449913 Placebo,[],5-Jan-16,18,9999,Both,FALSE,10
NCT02343458,"Pearl Therapeutics, Inc.",FALSE,AL,https://ClinicalTrials.gov/show/NCT02343458,TRUE,"Study to Assess the Efficacy and Safety of PT003, PT005, and PT001 in Subjects With Moderate to Very Severe COPD",COPD,Drug:GFF MDI (PT003); Drug:FF MDI (PT005); Drug:GP MDI (PT001); Drug:Placebo MDI,[],28-Sep-15,40,80,Both,FALSE,163
NCT02258542,AstraZeneca,FALSE,AL,https://ClinicalTrials.gov/show/NCT02258542,TRUE,A Safety Extension Study to Evaluate the Safety and Tolerability of Benralizumab (MEDI-563) in Asthmatic Adults and Adolescents on Inhaled Corticosteroid Plus LABA,Asthma,Biological:Benralizumab; Biological:Benralizumab,[],12-Jan-16,12,75,Both,FALSE,13
NCT02194699,AstraZeneca,FALSE,AL,https://ClinicalTrials.gov/show/NCT02194699,TRUE,A Phase 3 Study to Evaluate the Efficacy and Safety of Tralokinumab in Adults and Adolescents With Uncontrolled Asthma,Uncontrolled Asthma,Biological:Experimental: Tralokinumab; Other:Placebo,[],29-Jan-16,12,75,Both,FALSE,13
NCT02092467,Pfizer,FALSE,AL,https://ClinicalTrials.gov/show/NCT02092467,TRUE,Safety Study Of Tofacitinib Versus Tumor Necrosis Factor (TNF) Inhibitor In Subjects With Rheumatoid Arthritis,"Arthritis, Rheumatoid",Drug:tofacitinib; Drug:tofacitinib; Biological:adalimumab; Biological:etanercept,[],15-Jan-16,50,9999,Both,FALSE,10
NCT01997333,Celldex Therapeutics,FALSE,AL,https://ClinicalTrials.gov/show/NCT01997333,TRUE,"Study of Glembatumumab Vedotin (CDX-011) in Patients With Metastatic, gpNMB Over-Expressing, Triple Negative Breast Cancer",Metastatic gpNMB Over-expressing Triple Negative Breast Cancer.,Drug:CDX-011; Drug:Capecitabine,[],5-Nov-15,18,9999,Both,FALSE,87
NCT01919697,Synergy Pharmaceuticals Inc.,FALSE,AL,https://ClinicalTrials.gov/show/NCT01919697,TRUE,Open-label Extension (OLE) Study of Plecanatide for Chronic Idiopathic Constipation (CIC),Chronic Idiopathic Constipation,Drug:Plecanatide,[],10-Dec-15,18,81,Both,FALSE,183
NCT01751906,Abbott Vascular,FALSE,AL,https://ClinicalTrials.gov/show/NCT01751906,TRUE,ABSORB III Randomized Controlled Trial (RCT),Coronary Artery Disease; Coronary Artery Stenosis; Coronary Disease; Coronary Stenosis,Device:Absorb BVS; Device:XIENCE,[],11-Oct-15,18,9999,Both,FALSE,50
NCT01701817,"Janssen Scientific Affairs, LLC",FALSE,AL,https://ClinicalTrials.gov/show/NCT01701817,TRUE,Outcomes Registry for Better Informed Treatment of Atrial Fibrillation II (ORBIT-AF II),Atrial Fibrillation,Other:Patients with Atrial Fibrillation,[],7-Jan-16,21,9999,Both,FALSE,133
NCT01594333,Brigham and Women's Hospital,FALSE,AL,https://ClinicalTrials.gov/show/NCT01594333,TRUE,Cardiovascular Inflammation Reduction Trial,Cardiovascular Disease,Drug:Methotrexate; Drug:Placebo,[],13-Nov-15,18,9999,Both,FALSE,79
NCT01546038,Pfizer,FALSE,AL,https://ClinicalTrials.gov/show/NCT01546038,TRUE,A Study To Evaluate PF-04449913 With Chemotherapy In Patients With Acute Myeloid Leukemia or Myelodysplastic Syndrome,Acute Myeloid Leukemia,Drug:PF-04449913; Drug:Low dose ARA-C (LDAC); Drug:PF-04449913; Drug:Decitabine; Drug:PF-04449913; Drug:Daunorubicin; Drug:Cytarabine; Drug:PF-04449913; Drug:Daunorubicin; Drug:Cytarabine; Drug:PF-04449913; Drug:Low dose ARA-C (LDAC),[],20-Jan-16,18,9999,Both,FALSE,10
NCT01120249,Southwest Oncology Group,FALSE,AL,https://ClinicalTrials.gov/show/NCT01120249,TRUE,"S0931, Everolimus in Treating Patients With Kidney Cancer Who Have Undergone Surgery",Kidney Cancer,Drug:everolimus; Other:placebo,[],8-Dec-15,18,120,Both,FALSE,3
NCT00547469,Dynogen Pharmaceuticals,FALSE,AL,https://ClinicalTrials.gov/show/NCT00547469,TRUE,A Study of the Safety and Effectiveness of DDP733 in Treating IBS With Constipation in Females,Irritable Bowel Syndrome,Drug:DDP733,[],7-Apr-08,18,65,Female,FALSE,100
NCT02674386,Pfizer,FALSE,AL,https://ClinicalTrials.gov/show/NCT02674386,TRUE,"Long-term Observational Study of Subjects From Tanezumab Studies Who Undergo a Total Knee, Hip or Shoulder Replacement",Osteoarthritis,Drug:Investigational Medical Product (IMP) administered in parent study,[],1-Feb-16,18,9999,Both,FALSE,10
NCT02640612,Boehringer Ingelheim,FALSE,AL,https://ClinicalTrials.gov/show/NCT02640612,TRUE,Long-term Assessment of Safety and Efficacy of BI 695501 in Patients With Rheumatoid Arthritis,"Arthritis, Rheumatoid",Drug:BI 695501,[],2-Feb-16,18,80,Both,FALSE,75
NCT02488967,NRG Oncology,FALSE,AK,https://ClinicalTrials.gov/show/NCT02488967,TRUE,Doxorubicin Hydrochloride and Cyclophosphamide Followed by Paclitaxel With or Without Carboplatin in Treating Patients With Triple-Negative Breast Cancer,Breast Adenocarcinoma; Estrogen Receptor Negative; HER2/Neu Negative; Progesterone Receptor Negative; Stage IB Breast Cancer; Stage IIA Breast Cancer; Stage IIB Breast Cancer; Stage IIIA Breast Cancer; Stage IIIC Breast Cancer; Triple-Negative Breast Carcinoma,Drug:Carboplatin; Drug:Cyclophosphamide; Drug:Doxorubicin Hydrochloride; Other:Laboratory Biomarker Analysis; Drug:Paclitaxel,[],4-Jan-16,18,9999,Both,FALSE,159
NCT02311933,National Cancer Institute (NCI),FALSE,AK,https://ClinicalTrials.gov/show/NCT02311933,TRUE,"Tamoxifen Citrate or Z-Endoxifen Hydrochloride in Treating Patients With Locally Advanced or Metastatic, Estrogen Receptor-Positive, HER2-Negative Breast Cancer",Estrogen Receptor Positive; HER2/Neu Negative; Recurrent Breast Carcinoma; Stage IIIA Breast Cancer; Stage IIIB Breast Cancer; Stage IIIC Breast Cancer; Stage IV Breast Cancer,Other:Laboratory Biomarker Analysis; Other:Pharmacological Study; Drug:Tamoxifen Citrate; Drug:Z-Endoxifen Hydrochloride,[],4-Feb-16,18,9999,Female,FALSE,9
NCT02194738,National Cancer Institute (NCI),FALSE,AK,https://ClinicalTrials.gov/show/NCT02194738,TRUE,Genetic Testing in Screening Patients With Stage IB-IIIA Non-small Cell Lung Cancer That Has Been or Will Be Removed by Surgery (The ALCHEMIST Screening Trial),Adenosquamous Lung Carcinoma; Large Cell Lung Carcinoma; Lung Adenocarcinoma; Stage IB Non-Small Cell Lung Carcinoma; Stage IIA Non-Small Cell Lung Carcinoma; Stage IIB Non-Small Cell Lung Carcinoma; Stage IIIA Non-Small Cell Lung Cancer,Other:Cytology Specimen Collection Procedure; Other:Laboratory Biomarker Analysis,[],22-Jan-16,18,9999,Both,FALSE,9
NCT02193282,National Cancer Institute (NCI),FALSE,AK,https://ClinicalTrials.gov/show/NCT02193282,TRUE,Erlotinib Hydrochloride in Treating Patients With Stage IB-IIIA Non-small Cell Lung Cancer That Has Been Completely Removed by Surgery (An ALCHEMIST Treatment Trial),Stage IB Non-Small Cell Lung Carcinoma; Stage IIA Non-Small Cell Lung Carcinoma; Stage IIB Non-Small Cell Lung Carcinoma; Stage IIIA Non-Small Cell Lung Cancer,Drug:Erlotinib Hydrochloride; Other:Laboratory Biomarker Analysis; Other:Placebo,[],6-Jan-16,18,9999,Both,FALSE,9
NCT02048813,National Cancer Institute (NCI),FALSE,AK,https://ClinicalTrials.gov/show/NCT02048813,TRUE,"Ibrutinib and Rituximab Compared With Fludarabine Phosphate, Cyclophosphamide, and Rituximab in Treating Patients With Untreated Chronic Lymphocytic Leukemia or Small Lymphocytic Lymphoma","Anemia; Fever, Sweat, and Hot Flashes; Stage I Chronic Lymphocytic Leukemia; Stage I Small Lymphocytic Lymphoma; Stage II Chronic Lymphocytic Leukemia; Stage II Small Lymphocytic Lymphoma; Stage III Chronic Lymphocytic Leukemia; Stage III Small Lymphocytic Lymphoma; Stage IV Chronic Lymphocytic Leukemia; Stage IV Small Lymphocytic Lymphoma; Weight Change",Drug:Cyclophosphamide; Drug:Fludarabine Phosphate; Drug:Ibrutinib; Other:Laboratory Biomarker Analysis; Other:Quality-of-Life Assessment; Biological:Rituximab,[],4-Feb-16,18,70,Both,FALSE,9
NCT02375204,Alliance for Clinical Trials in Oncology,FALSE,AK,https://ClinicalTrials.gov/show/NCT02375204,TRUE,Standard-Dose Combination Chemotherapy or High-Dose Combination Chemotherapy and Stem Cell Transplant in Treating Patients With Relapsed or Refractory Germ Cell Tumors,Germ Cell Tumor; Teratoma; Choriocarcinoma; Germinoma; Mixed Germ Cell Tumor; Yolk Sac Tumor; Childhood Teratoma; Malignant Germ Cell Neoplasm; Extragonadal Seminoma; Non-seminomatous Germ Cell Tumor; Seminoma,Drug:paclitaxel; Drug:ifosfamide; Drug:cisplatin; Drug:pegylated G-CSF; Drug:G-CSF; Drug:carboplatin; Drug:etoposide phosphate; Procedure:stem cell reinfusion,[],8-Dec-15,14,9999,Male,FALSE,1
NCT02229539,Alliance for Clinical Trials in Oncology,FALSE,AK,https://ClinicalTrials.gov/show/NCT02229539,TRUE,Doxepin and a Topical Rinse in the Treatment of Acute Oral Mucositis Pain in Patients Receiving Radiotherapy With or Without Chemotherapy,Acute Oral Mucositis Pain,"Drug:doxepin hydrochloride oral solution; Drug:DLA (diphenhydramine, lidocaine and antacids) rinse; Other:Placebo",[],4-Aug-15,18,9999,Both,FALSE,1
NCT02003222,National Cancer Institute (NCI),FALSE,AK,https://ClinicalTrials.gov/show/NCT02003222,TRUE,Combination Chemotherapy With or Without Blinatumomab in Treating Patients With Newly Diagnosed BCR-ABL-Negative B Lineage Acute Lymphoblastic Leukemia,Adult B Acute Lymphoblastic Leukemia; Untreated Adult Acute Lymphoblastic Leukemia,Procedure:Allogeneic Hematopoietic Stem Cell Transplantation; Biological:Blinatumomab; Drug:Cyclophosphamide; Drug:Cytarabine; Drug:Daunorubicin Hydrochloride; Drug:Dexamethasone; Drug:Etoposide; Other:Laboratory Biomarker Analysis; Drug:Mercaptopurine; Drug:Methotrexate; Drug:Pegaspargase; Drug:Prednisone; Drug:Vincristine Sulfate,[],28-Jan-16,30,70,Both,FALSE,9
NCT01901094,Alliance for Clinical Trials in Oncology,FALSE,AK,https://ClinicalTrials.gov/show/NCT01901094,TRUE,Comparison of Axillary Lymph Node Dissection With Axillary Radiation for Patients With Node-Positive Breast Cancer Treated With Chemotherapy,Stage II Breast Cancer; Stage IIIA Breast Cancer,Procedure:Axillary Lymph Node Dissection (ALND); Radiation:Nodal Radiation Therapy; Radiation:Axillary Radiation Therapy,[],27-Aug-15,18,9999,Both,FALSE,1
NCT00887146,Alliance for Clinical Trials in Oncology,FALSE,AK,https://ClinicalTrials.gov/show/NCT00887146,TRUE,Radiation Therapy With Concomitant and Adjuvant Temozolomide or Radiation Therapy With Adjuvant PCV or Temozolomide Alone in Treating Patients With Anaplastic Glioma or Low Grade Glioma,Brain and Central Nervous System Tumors,Drug:concomitant temozolomide (TMZ); Radiation:radiotherapy; Drug:procarbazine; Drug:adjuvant temozolomide (TMZ); Drug:CCNU; Drug:vincristine,[],18-Dec-15,18,9999,Both,FALSE,1
NCT00565851,National Cancer Institute (NCI),FALSE,AK,https://ClinicalTrials.gov/show/NCT00565851,TRUE,"Carboplatin, Paclitaxel and Gemcitabine Hydrochloride With or Without Bevacizumab After Surgery in Treating Patients With Recurrent Ovarian Epithelial Cancer, Primary Peritoneal Cavity Cancer, or Fallopian Tube Cancer",Clear Cell Adenocarcinoma; Fallopian Tube Clear Cell Adenocarcinoma; Fallopian Tube Endometrioid Adenocarcinoma; Fallopian Tube Mucinous Adenocarcinoma; Fallopian Tube Serous Adenocarcinoma; Malignant Ovarian Mixed Epithelial Tumor; Mucinous Adenocarcinoma; Ovarian Brenner Tumor; Ovarian Clear Cell Adenocarcinofibroma; Ovarian Endometrioid Adenocarcinoma; Ovarian Serous Adenocarcinoma; Primary Peritoneal Serous Adenocarcinoma; Recurrent Fallopian Tube Carcinoma; Recurrent Ovarian Carcinoma; Recurrent Primary Peritoneal Carcinoma; Undifferentiated Carcinoma; Undifferentiated Fallopian Tube Carcinoma; Undifferentiated Ovarian Carcinoma,Biological:Bevacizumab; Drug:Carboplatin; Drug:Docetaxel; Drug:Gemcitabine Hydrochloride; Other:Laboratory Biomarker Analysis; Drug:Paclitaxel; Other:Quality-of-Life Assessment,[],3-Feb-16,18,9999,Female,FALSE,9
NCT01272037,National Cancer Institute (NCI),FALSE,AK,https://ClinicalTrials.gov/show/NCT01272037,TRUE,"Tamoxifen Citrate, Letrozole, Anastrozole, or Exemestane With or Without Chemotherapy in Treating Patients With Invasive RxPONDER Breast Cancer",Ductal Breast Carcinoma In Situ; Estrogen Receptor and/or Progesterone Receptor Positive; HER2/Neu Negative; Invasive Breast Carcinoma; Multicentric Breast Carcinoma; Multifocal Breast Carcinoma; Synchronous Bilateral Breast Carcinoma,Drug:Anastrozole; Drug:Exemestane; Other:Laboratory Biomarker Analysis; Drug:Letrozole; Other:Quality-of-Life Assessment; Drug:Systemic Chemotherapy; Drug:Tamoxifen Citrate,[],4-Feb-16,18,9999,Female,FALSE,9
NCT01674140,Southwest Oncology Group,FALSE,AK,https://ClinicalTrials.gov/show/NCT01674140,TRUE,S1207 Hormone Therapy With or Without Everolimus in Treating Patients With Breast Cancer,Breast Cancer,Drug:anastrozole; Drug:everolimus; Drug:exemestane; Drug:goserelin acetate; Drug:letrozole; Drug:leuprolide acetate; Drug:tamoxifen citrate; Other:placebo,[],26-Jan-16,18,9999,Both,FALSE,3
NCT01515787,Alliance for Clinical Trials in Oncology,FALSE,AK,https://ClinicalTrials.gov/show/NCT01515787,TRUE,PROSPECT: Chemotherapy Alone or Chemotherapy Plus Radiation Therapy in Treating Patients With Locally Advanced Rectal Cancer Undergoing Surgery,Colorectal Cancer,Drug:FOLFOX (chemotherapy); Other:5 FUCMT (chemoradiation); Procedure:surgery; Procedure:magnetic resonance imaging or endorectal ultrasound,[],25-Jun-15,18,9999,Both,FALSE,1
NCT01150045,Alliance for Clinical Trials in Oncology,FALSE,AK,https://ClinicalTrials.gov/show/NCT01150045,TRUE,"Oxaliplatin, Leucovorin Calcium, and Fluorouracil With or Without Celecoxib in Treating Patients With Stage III Colon Cancer Previously Treated With Surgery",Colorectal Cancer,Drug:celecoxib; Drug:5-fluorouracil; Other:placebo; Drug:oxaliplatin; Drug:leucovorin,[],3-Sep-15,18,9999,Both,FALSE,1
NCT01101451,Gynecologic Oncology Group,FALSE,AK,https://ClinicalTrials.gov/show/NCT01101451,TRUE,Radiation Therapy With or Without Chemotherapy in Patients With Stage I or Stage II Cervical Cancer Who Previously Underwent Surgery,Cervical Adenocarcinoma; Cervical Adenosquamous Carcinoma; Cervical Squamous Cell Carcinoma; Stage IA Cervical Cancer; Stage IB Cervical Cancer; Stage IIA Cervical Cancer,Drug:Cisplatin; Radiation:External Beam Radiation Therapy; Radiation:Intensity-Modulated Radiation Therapy; Other:Laboratory Biomarker Analysis; Other:Quality-of-Life Assessment,[],13-Jul-15,18,9999,Female,FALSE,14
